0.65384615 0.76923077 0.80769231 0.80769231 0.76923077
0.80769231 0.88461538 0.92307692 0.88461538 0.88461538
0.53846154 0.57692308 0.73076923 0.73076923 0.73076923
0.61538462 0.76923077 0.84615385 0.88461538 0.88461538
0.69230769 0.80769231 0.80769231 0.80769231 0.80769231
0.73076923 0.84615385 0.80769231 0.80769231 0.76923077
0.84615385 0.84615385 0.84615385 0.88461538 0.88461538
0.61538462 0.73076923 0.65384615 0.69230769 0.69230769
0.76923077 0.76923077 0.88461538 0.88461538 0.88461538
0.76923077 0.84615385 0.80769231 0.84615385 0.84615385
0.61538462 0.69230769 0.76923077 0.76923077 0.76923077
0.76923077 0.80769231 0.76923077 0.76923077 0.76923077
0.73076923 0.76923077 0.88461538 0.84615385 0.88461538
0.65384615 0.73076923 0.73076923 0.73076923 0.73076923
0.65384615 0.61538462 0.65384615 0.65384615 0.65384615
0.46153846 0.61538462 0.61538462 0.65384615 0.61538462
0.84615385 0.88461538 0.88461538 0.92307692 0.88461538
0.57692308 0.80769231 0.84615385 0.84615385 0.84615385
0.65384615 0.84615385 0.84615385 0.88461538 0.88461538
0.73076923 0.92307692 0.92307692 0.88461538 0.88461538
0.65384615 0.73076923 0.65384615 0.76923077 0.76923077
0.73076923 0.88461538 0.80769231 0.84615385 0.80769231
0.73076923 0.69230769 0.69230769 0.76923077 0.73076923
0.61538462 0.73076923 0.73076923 0.69230769 0.65384615
0.61538462 0.73076923 0.80769231 0.80769231 0.69230769
0.65384615 0.73076923 0.73076923 0.76923077 0.80769231
0.80769231 0.80769231 0.88461538 0.88461538 0.92307692
0.76923077 0.69230769 0.76923077 0.76923077 0.76923077
0.80769231 0.84615385 0.88461538 0.92307692 0.84615385
0.84615385 0.92307692 0.92307692 0.88461538 0.92307692
0.65384615 0.65384615 0.73076923 0.73076923 0.73076923
0.80769231 0.76923077 0.76923077 0.76923077 0.76923077
0.73076923 0.80769231 0.73076923 0.84615385 0.80769231
0.80769231 0.73076923 0.69230769 0.69230769 0.80769231
0.61538462 0.76923077 0.76923077 0.73076923 0.69230769
0.76923077 0.73076923 0.73076923 0.76923077 0.76923077
0.57692308 0.65384615 0.65384615 0.69230769 0.73076923
0.46153846 0.76923077 0.80769231 0.80769231 0.76923077
0.61538462 0.65384615 0.65384615 0.69230769 0.69230769
0.57692308 0.73076923 0.76923077 0.76923077 0.76923077
0.80769231 0.80769231 0.76923077 0.76923077 0.80769231
0.69230769 0.76923077 0.80769231 0.80769231 0.76923077
0.61538462 0.76923077 0.73076923 0.65384615 0.80769231
0.61538462 0.80769231 0.84615385 0.88461538 0.88461538
0.76923077 0.80769231 0.76923077 0.76923077 0.84615385
0.69230769 0.73076923 0.73076923 0.76923077 0.76923077
0.73076923 0.73076923 0.73076923 0.80769231 0.76923077
0.61538462 0.69230769 0.73076923 0.73076923 0.76923077
0.69230769 0.69230769 0.69230769 0.65384615 0.73076923
0.65384615 0.65384615 0.65384615 0.69230769 0.65384615
