0.3846154 0.5769231 0.5 0.6153846 0.6153846
0.3076923 0.4230769 0.5 0.5 0.5769231
0.4615385 0.5384615 0.5 0.6153846 0.6538462
0.5 0.5769231 0.5769231 0.6538462 0.7307692
0.5384615 0.4615385 0.5769231 0.5769231 0.5769231
0.5384615 0.7307692 0.8076923 0.7307692 0.6923077
0.4230769 0.4615385 0.5769231 0.8076923 0.8461538
0.5 0.6153846 0.6153846 0.7307692 0.6923077
0.4230769 0.4615385 0.7692308 0.8846154 0.8846154
0.4230769 0.5769231 0.7307692 0.8076923 0.7692308
0.4615385 0.4615385 0.5384615 0.5769231 0.5769231
0.2307692 0.4615385 0.5384615 0.5 0.5769231
0.5769231 0.6923077 0.6923077 0.7307692 0.8076923
0.3076923 0.6538462 0.6538462 0.6923077 0.7307692
0.5769231 0.5384615 0.6538462 0.6153846 0.7307692
0.3076923 0.5769231 0.6153846 0.5 0.6153846
0.3461538 0.5 0.5384615 0.5384615 0.5769231
0.5384615 0.6153846 0.7307692 0.6153846 0.6538462
0.5384615 0.6538462 0.7307692 0.7692308 0.8461538
0.4615385 0.7307692 0.7307692 0.7692308 0.6923077
0.5769231 0.4615385 0.6923077 0.6153846 0.6153846
0.3461538 0.5384615 0.5769231 0.6923077 0.7307692
0.4615385 0.5769231 0.6923077 0.6153846 0.6538462
0.6153846 0.4615385 0.5 0.5769231 0.5769231
0.3461538 0.5769231 0.4615385 0.5 0.5769231
0.5384615 0.5384615 0.5384615 0.6153846 0.6538462
0.3846154 0.5769231 0.5769231 0.5769231 0.6538462
0.5 0.6923077 0.7307692 0.7307692 0.7307692
0.5384615 0.5384615 0.5769231 0.6538462 0.6923077
0.6538462 0.6923077 0.7692308 0.7692308 0.8076923
0.3076923 0.4230769 0.4615385 0.5384615 0.5769231
0.5384615 0.7307692 0.8076923 0.8076923 0.7307692
0.3846154 0.5 0.5769231 0.5 0.6153846
0.4230769 0.5 0.6153846 0.7692308 0.8076923
0.6923077 0.6923077 0.7307692 0.6538462 0.5769231
0.4615385 0.6153846 0.6153846 0.5769231 0.6153846
0.5 0.6153846 0.6923077 0.6538462 0.7692308
0.3846154 0.5 0.4615385 0.5384615 0.6153846
0.5 0.5769231 0.6923077 0.7692308 0.7307692
0.3846154 0.4230769 0.5769231 0.5 0.6153846
0.3461538 0.4230769 0.6538462 0.5 0.6923077
0.3076923 0.4615385 0.5 0.6538462 0.6538462
0.4615385 0.4615385 0.4615385 0.4230769 0.6153846
0.4230769 0.6538462 0.7307692 0.7307692 0.7692308
0.1923077 0.3846154 0.4615385 0.7307692 0.6538462
0.4230769 0.6153846 0.7307692 0.8076923 0.6923077
0.4615385 0.6538462 0.6153846 0.6538462 0.5769231
0.3846154 0.4615385 0.5384615 0.6923077 0.5769231
0.3076923 0.5384615 0.6538462 0.6538462 0.6923077
0.5 0.5769231 0.6538462 0.6153846 0.6538462
