0.22880297 0.22888474 0.24949743 0.21393381 0.21834091
0.22281194 0.226684 0.2282125 0.24827908 0.23817975
0.22155374 0.22910463 0.24560556 0.22793557 0.21739195
0.20223698 0.2395343 0.23428727 0.22474711 0.22236006
0.24014111 0.22540704 0.23930246 0.22197914 0.23258247
0.23039431 0.23845097 0.24465213 0.23170345 0.23314135
0.20259641 0.26750939 0.23088854 0.25172018 0.22616579
0.22043444 0.24199957 0.24704131 0.2308517 0.23921735
0.24131525 0.22193014 0.23093002 0.25195242 0.24021567
0.22138646 0.21427032 0.25378406 0.23377982 0.21524701
