0.53846154 0.61538462 0.69230769 0.61538462 0.61538462
0.30769231 0.5 0.53846154 0.57692308 0.61538462
0.46153846 0.46153846 0.57692308 0.57692308 0.57692308
0.69230769 0.69230769 0.69230769 0.69230769 0.61538462
0.53846154 0.42307692 0.5 0.57692308 0.53846154
0.5 0.61538462 0.76923077 0.76923077 0.76923077
0.34615385 0.61538462 0.69230769 0.65384615 0.65384615
0.57692308 0.57692308 0.65384615 0.65384615 0.65384615
0.61538462 0.61538462 0.69230769 0.73076923 0.69230769
0.42307692 0.61538462 0.65384615 0.69230769 0.5
0.53846154 0.61538462 0.65384615 0.69230769 0.69230769
0.57692308 0.65384615 0.76923077 0.76923077 0.76923077
0.61538462 0.61538462 0.65384615 0.65384615 0.69230769
0.34615385 0.46153846 0.57692308 0.57692308 0.61538462
0.34615385 0.46153846 0.5 0.5 0.5
0.34615385 0.53846154 0.57692308 0.57692308 0.57692308
0.42307692 0.61538462 0.61538462 0.80769231 0.80769231
0.42307692 0.5 0.57692308 0.65384615 0.65384615
0.34615385 0.53846154 0.57692308 0.57692308 0.57692308
0.46153846 0.61538462 0.53846154 0.57692308 0.53846154
0.5 0.73076923 0.73076923 0.73076923 0.80769231
0.5 0.61538462 0.65384615 0.73076923 0.80769231
0.46153846 0.61538462 0.61538462 0.61538462 0.61538462
0.65384615 0.69230769 0.73076923 0.73076923 0.73076923
0.42307692 0.57692308 0.57692308 0.61538462 0.53846154
0.42307692 0.65384615 0.69230769 0.65384615 0.65384615
0.76923077 0.76923077 0.80769231 0.84615385 0.84615385
0.73076923 0.76923077 0.73076923 0.73076923 0.69230769
0.38461538 0.61538462 0.69230769 0.76923077 0.73076923
0.61538462 0.57692308 0.61538462 0.61538462 0.65384615
0.42307692 0.46153846 0.46153846 0.5 0.5
0.46153846 0.73076923 0.65384615 0.65384615 0.76923077
0.46153846 0.53846154 0.57692308 0.57692308 0.57692308
0.42307692 0.53846154 0.65384615 0.65384615 0.61538462
0.42307692 0.53846154 0.69230769 0.69230769 0.73076923
0.65384615 0.69230769 0.73076923 0.73076923 0.73076923
0.53846154 0.73076923 0.65384615 0.69230769 0.65384615
0.46153846 0.5 0.53846154 0.53846154 0.57692308
0.5 0.5 0.5 0.5 0.5
0.30769231 0.46153846 0.53846154 0.38461538 0.5
0.26923077 0.46153846 0.46153846 0.5 0.53846154
0.34615385 0.65384615 0.65384615 0.73076923 0.69230769
0.46153846 0.65384615 0.61538462 0.61538462 0.61538462
0.57692308 0.61538462 0.61538462 0.61538462 0.57692308
0.53846154 0.53846154 0.65384615 0.57692308 0.57692308
0.5 0.46153846 0.5 0.46153846 0.5
0.5 0.46153846 0.65384615 0.65384615 0.69230769
0.46153846 0.57692308 0.53846154 0.53846154 0.61538462
0.46153846 0.61538462 0.61538462 0.65384615 0.53846154
0.46153846 0.53846154 0.5 0.57692308 0.61538462
